"Item type","Authors","Editors","Title","Journal","Journal (full title)","Book title","Website name","Proceedings title","Source","How published","Publication year","Volume","Issue","Pages","Folders filed in","Labels filed in","Institution","Number","Publisher","Publisher place","Conference","Conference location","Conference date","Date published","Date","Date accessed","ISBN","ISBN (alt.)","ISSN","ISSN (alt.)","URLs","DOI","PMID","Arxiv ID","Associated DOI","Abstract","Keywords","Notes","Copyright","Affiliation","Language","Subtype","Series","Series number","Archive prefix","Eprint ID","Primary class","Page count","University","Department","Collection","Inventors","Assignee","Issuing authority","Patent number","Date filed","Type of patent","Issuing office full name","Application number","Presenter","Attachments","University place","Level of thesis","Series Number","Library catalog/database"
"Conference paper","Lin X,Hibler M,Eide E,Ricci R","","Using deduplicating storage for efficient disk image deployment","","","","","Proceedings of the 10th EAI International Conference on Testbeds and Research Infrastructures for the Development of Networks & Communities","","","2015","","","","FSL Traces;Thesis;All","","","","ACM","","10th EAI International Conference on Testbeds and Research Infrastructures for the Development of Networks & Communities","Vancouver, Canada","2015/6/24-2015/6/25","2015","","","9781631900709","","","","https://eudl.eu/doi/10.4108/icst.tridentcom.2015.259963;https://eudl.eu/pdf/10.4108/icst.tridentcom.2015.259963;http://dx.doi.org/10.4108/icst.tridentcom.2015.259963","10.4108/icst.tridentcom.2015.259963","","","","Many clouds and network testbeds use disk images to initialize local storage on their compute devices. Large facilities must manage thousands or more images, requiring significant amounts of storage. At the same time, to provide a good user experience, they must be able to deploy those images quickly. Driven by our experience in operating the Emulab site at the University of Utah—a long-lived and heavily-used testbed—we have created a new service for efficiently storing and deploying disk images. This service exploits the redundant data found in similar images, using deduplication to greatly reduce the amount of physical storage required. In addition to space savings, our system is also designed for highly efficient image deployment—it integrates with an existing highly-optimized disk image deployment system, Frisbee, without significantly increasing the time required to distribute and install images. In this paper, we explain the design of our system and discuss the trade-offs we made to strike a balance between efficient storage and fast disk image deployment. We also propose a new chunking algorithm, called AFC, which enables fixed-size chunking for deduplicating allocated disk sectors. Experimental results show that our system reduces storage requirements by up to 3 while imposing only a negligible runtime overhead on the end-to-end disk-deployment process.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/L/Lin et al. 2015 - Using deduplicating storage for efficient disk image deployment.pdf","","","",""
"Journal article","Zuo C,Wang F,Tang X,Zhang Y,Feng D","","SRSC: Improving restore performance for deduplication-based storage systems","ZTE Communications","","","","","","","2019","17","2","59","FSL Traces;Thesis;All","","","","zte.magtechjournal.com","","","","","2019","","","","","","","https://zte.magtechjournal.com/EN/abstract/abstract18.shtml;https://zte.magtechjournal.com/EN/article/downloadArticleFile.do?attachType=PDF&id=18","","","","","Modern backup systems exploit data deduplication technology to save storage space whereas suffering from the fragmentation problem caused by deduplication. Fragmentation degrades the restore performance because of restoring the chunks that are scattered all over different containers. To improve the restore performance, the state-of-the-art History Aware Rewriting Algorithm (HAR) is proposed to collect fragmented chunks in the last backup and rewrite them in the next backup. However, due to rewriting fragmented chunks in the next backup, HAR fails to eliminate internal fragmentation caused by self-referenced chunks (that exist more than two times in a backup) in the current backup, thus degrading the restore performance. In this paper, we propose Selectively Rewriting Self-Referenced Chunks (SRSC), a scheme that designs a buffer to simulate a restore cache, identify internal fragmentation in the cache and selectively rewrite them. Our experimental results based on two real-world datasets show that SRSC improves the restore performance by 45% with an acceptable sacrifice of the deduplication ratio.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Z/Zuo et al. 2019 - SRSC - Improving restore performance for deduplication-based storage systems.pdf","","","",""
"Conference paper","Fu M,C. Lee PP,Feng D,Chen Z,Xiao Y","","A simulation analysis of reliability in primary storage deduplication","","","","","2016 IEEE International Symposium on Workload Characterization (IISWC)","","","2016","","","1-10","FSL Traces;Thesis;All","","","","IEEE","","2016 IEEE International Symposium on Workload Characterization (IISWC)","Providence, RI, USA","2016/9/25-2016/9/27","2016-09","","","9781509038961","9781509038954","","","https://ieeexplore.ieee.org/abstract/document/7581280/;https://www.cse.cuhk.edu.hk/~pclee/www/pubs/iiswc16.pdf;http://dx.doi.org/10.1109/IISWC.2016.7581280;http://ieeexplore.ieee.org/document/7581280/;http://dx.doi.org/10.1109/iiswc.2016.7581280","10.1109/iiswc.2016.7581280","","","","","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/F/Fu et al. 2016 - A simulation analysis of reliability in primary storage deduplication.pdf","","","",""
"Book chapter","Zhou Y,Feng D,Xia W,Fu M,Xiao Y","","DARM: A deduplication-aware redundancy management approach for reliable-enhanced storage systems","","","Algorithms and Architectures for Parallel Processing","","","","","2018","","","445-461","FSL Traces;Thesis;All","","","","Springer International Publishing","Cham","","","","2018","","","9783030050535","9783030050542","0302-9743","1611-3349","https://link.springer.com/chapter/10.1007/978-3-030-05054-2_35;http://dx.doi.org/10.1007/978-3-030-05054-2_35;http://link.springer.com/10.1007/978-3-030-05054-2_35","10.1007/978-3-030-05054-2_35","","","","","","","","","","","Lecture notes in computer science","","","","","","","","","","","","","","","","","","All Papers/Z/Zhou et al. 2018 - DARM - A deduplication-aware redundancy management approach for reliable-enhanced storage systems.pdf","","","",""
"Book chapter","Wu S,Jia C,Wang D","","UP-MLE: Efficient and practical updatable block-level message-locked encryption scheme based on update properties","","","ICT Systems Security and Privacy Protection","","","","","2022","","","251-269","FSL Traces;Thesis;All","","","","Springer International Publishing","Cham","","","","2022","","","9783031069741","9783031069758","1868-4238","1868-422X","https://link.springer.com/chapter/10.1007/978-3-031-06975-8_15;http://dx.doi.org/10.1007/978-3-031-06975-8_15;https://link.springer.com/10.1007/978-3-031-06975-8_15","10.1007/978-3-031-06975-8_15","","","","","","","","","","","IFIP advances in information and communication technology","","","","","","","","","","","","","","","","","","","","","",""
"Conference paper","Gan C,Hu Y,Zhao L,Zhao X,Gong P,Zhang W,Wang L,Feng D","","Enabling encrypted delta compression for outsourced storage systems via preserving similarity","","","","","2023 IEEE 41st International Conference on Computer Design (ICCD)","","","2023","","","231-238","All","","","","IEEE","","2023 IEEE 41st International Conference on Computer Design (ICCD)","Washington, DC, USA","2023/11/6-2023/11/8","2023-11-06","","","","","2576-6996","1063-6404","https://ieeexplore.ieee.org/abstract/document/10361026/;http://dx.doi.org/10.1109/ICCD58817.2023.00043;https://ieeexplore.ieee.org/document/10361026/;http://dx.doi.org/10.1109/iccd58817.2023.00043","10.1109/iccd58817.2023.00043","","","","","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/G/Gan et al. 2023 - Enabling encrypted delta compression for outsourced storage systems via preserving similarity.pdf","","","",""
"Journal article","Hua Z,Yao Y,Song M,Zheng Y,Zhang Y,Wang C","","Blockchain-assisted secure deduplication for large-scale cloud storage service","IEEE Trans. Serv. Comput.","IEEE transactions on services computing","","","","","","2024","17","3","821-835","All","","","","Institute of Electrical and Electronics Engineers (IEEE)","","","","","2024-05","","","","","1939-1374","2372-0204","http://dx.doi.org/10.1109/TSC.2024.3350086;https://ieeexplore.ieee.org/document/10381765/;http://dx.doi.org/10.1109/tsc.2024.3350086","10.1109/tsc.2024.3350086","","","","","","","https://ieeexplore.ieee.org/Xplorehelp/downloads/license-information/IEEE.html","","","","","","","","","","","","","","","","","","","","","","All Papers/H/Hua et al. 2024 - Blockchain-assisted secure deduplication for large-scale cloud storage service.pdf","","","",""
"Conference paper","Dobre D,Viotti P,Vukolić M","","Hybris: Robust Hybrid Cloud Storage","","","","","Proceedings of the ACM Symposium on Cloud Computing","","","2014","","","","Thesis;p-scailbib;All","","","","ACM","New York, NY, USA","SOCC '14: ACM Symposium on Cloud Computing","Seattle WA USA","2014/11/3-2014/11/5","2014-11-03","","","9781450332521","","","","https://dl.acm.org/doi/abs/10.1145/2670979.2670991;https://www.eurecom.fr/fr/publication/4414/download/rs-publi-4414.pdf;http://dx.doi.org/10.1145/2670979.2670991;https://dl.acm.org/doi/10.1145/2670979.2670991","10.1145/2670979.2670991","","","","","","","http://www.acm.org/publications/policies/copyright_policy#Background","","","","","","","","","","","","","","","","","","","","","","All Papers/D/Dobre et al. 2014 - Hybris - Robust Hybrid Cloud Storage.pdf","","","",""
"Book","Feng D","","Data Deduplication for High Performance Storage System","","","","","","","","2022","","","","Parallel Schemes;p-scailbib;SCAIL Bibliography;FSL Traces;Thesis;All","","","","Springer Nature","","","","","2022-06-02","","","9789811901126","","","","https://play.google.com/store/books/details?id=YBZzEAAAQBAJ","","","","","This book comprehensively introduces data deduplication technologies for storage systems. It first presents the overview of data deduplication including its theoretical basis, basic workflow, application scenarios and its key technologies, and then the book focuses on each key technology of the deduplication to provide an insight into the evolution of the technology over the years including chunking algorithms, indexing schemes, fragmentation reduced schemes, rewriting algorithm and security solution. In particular, the state-of-the-art solutions and the newly proposed solutions are both elaborated. At the end of the book, the author discusses the fundamental trade-offs in each of deduplication design choices and propose an open-source deduplication prototype. The book with its fundamental theories and complete survey can guide the beginners, students and practitioners working on data deduplication in storage system. It also provides a compact reference in the perspective of key data deduplication technologies for those researchers in developing high performance storage solutions.","","","","","en","","","","","","","162","","","","","","","","","","","","","","","","",""
"Journal article","Wu X,Li J,Wang H,Liu X,Wu W,Li F","","A randomized encryption deduplication method against frequency attack","J. Inf. Secur. Appl.","Journal of information security and applications","","","","","","2024","83","103774","103774","All","","","","Elsevier BV","","","","","2024-06","","","","","2214-2126","2214-2134","http://dx.doi.org/10.1016/j.jisa.2024.103774;https://linkinghub.elsevier.com/retrieve/pii/S2214212624000772","10.1016/j.jisa.2024.103774","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","All Papers/W/Wu et al. 2024 - A randomized encryption deduplication method against frequency attack.pdf","","","",""
"Journal article","Yu H,Zhang X,Huang W,Zheng W","","PDFS: Partially Dedupped File System for Primary Workloads","IEEE Trans. Parallel Distrib. Syst.","IEEE Transactions on Parallel and Distributed Systems","","","","","","2017","28","3","863-876","All","","","","IEEE","","","","","2017-03-01","","","","","1045-9219","1558-2183","http://dx.doi.org/10.1109/TPDS.2016.2594070","10.1109/TPDS.2016.2594070","","","","Primary storage dedup is difficult to be accomplished because of challenges to achieve low IO latency and high throughput while eliminating data redundancy effectively in the critical IO Path. In this paper, we design and implement the PDFS, a partially dedupped file system for primary workloads, which is built on a generalized framework using partial data lookup for efficient searching of redundant data in quickly chosen data subsets instead of the whole data. PDFS improves IO latency and throughput systematically by techniques including write path optimization, data dedup parallelization and write order preserving. Such design choices bring dedup to the masses for general primary workloads. Experimental results show that PDFS achieves 74-99 percent of the theoretical maximum dedup ratio with very small or even negative performance degradations compared with main stream file systems without dedup support. Discussions about varied configuring experiences of PDFS are also carried out.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Y/Yu et al. 2017 - PDFS - Partially Dedupped File System for Primary Workloads.pdf","","","",""
"Journal article","Boneh D,Franklin M","","Identity-Based Encryption from the Weil Pairing","SIAM J. Comput.","SIAM Journal on Computing","","","","","","2003","32","3","586-615","Thesis;All","","","","Society for Industrial and Applied Mathematics","","","","","2003-01-01","","","","","0097-5397","1095-7111","https://doi.org/10.1137/S0097539701398521;http://dx.doi.org/10.1137/S0097539701398521;http://epubs.siam.org/doi/10.1137/S0097539701398521;http://dx.doi.org/10.1137/s0097539701398521","10.1137/S0097539701398521","","","","We propose a fully functional identity-based encryption (IBE) scheme. The scheme has chosen ciphertext security in the random oracle model assuming a variant of the computational Diffie--Hellman problem. Our system is based on bilinear maps between groups. The Weil pairing on elliptic curves is an example of such a map. We give precise definitions for secure IBE schemes and give several applications for such systems.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/B/Boneh and Franklin 2003 - Identity-Based Encryption from the Weil Pairing.pdf","","","",""
"Journal article","Zhang S,Xian H,Li Z,Wang L","","SecDedup: Secure Encrypted Data Deduplication With Dynamic Ownership Updating","IEEE Access","","","","","","","2020","8","","186323-186334","All","Ownership Management","","","IEEE","","","","","2020","","","","","2169-3536","","http://dx.doi.org/10.1109/ACCESS.2020.3023387;https://ieeexplore.ieee.org/abstract/document/9194768/;https://ieeexplore.ieee.org/iel7/6287639/8948470/09194768.pdf","10.1109/ACCESS.2020.3023387","","","","Deduplication eliminates duplicated data copies and reduces storage costs of cloud service providers. However, deduplication of encrypted data is difficult. Current solutions rely heavily on trusted third parties, and do not address the popularity of data, resulting in unsatisfying security and efficiency. A secure encrypted data deduplication scheme based on data popularity is proposed. Check tags are calculated via bilinear mapping to determine whether different encrypted data originate from the same plaintext. Ciphertext policy attribute-based encryption is applied to protect the tags. A secure key delivery scheme is designed to pass the data encryption key from an initial data uploader to subsequent uploaders via the cloud server in an offline manner. The cloud server can perform deduplication without the assistance of any online third party. Security analysis and simulation experiments are provided, proving the practicability and efficiency of the proposed scheme.","","","","","","","","","","","","","","","","","","","","","","","","","All Papers/Z/Zhang et al. 2020 - SecDedup - Secure Encrypted Data Deduplication With Dynamic Ownership Updating.pdf","","","",""
