file_name,title,venue,year,tags
Varia et al. 2015 - HEtest - A Homomorphic Encryption Testing Framework.pdf,HEtest: A Homomorphic Encryption Testing Framework,Financial Cryptography and Data Security,2015,Code/OpenSource
Bellare and Rogaway 2006 - The Security of Triple Encryption and a Framework for Code-Based Game-Playing Proofs.pdf,The Security of Triple Encryption and a Framework for Code-Based Game-Playing Proofs,Advances in Cryptology - EUROCRYPT 2006,2006,Sec Techniques/Protocols
Bellare et al. 2007 - Deterministic and Efficiently Searchable Encryption.pdf,Deterministic and Efficiently Searchable Encryption,Advances in Cryptology - CRYPTO 2007,2007,Encryption Techniques
Kiraz 2016 - A comprehensive meta-analysis of cryptographic security mechanisms for cloud computing.pdf,A comprehensive meta-analysis of cryptographic security mechanisms for cloud computing,J. Ambient Intell. Humaniz. Comput.,2016,Sec Techniques/Protocols
Bellare and Keelveedhi 2015 - Interactive message-locked encryption and secure deduplication.pdf,Interactive message-locked encryption and secure deduplication,,2015,CE/MLE;Sec Techniques/Protocols
Halevi and Krawczyk 2007 - Security Under Key-dependent Inputs.pdf,Security Under Key-dependent Inputs,Proceedings of the 14th ACM Conference on Computer and Communications Security,2007,Sec Techniques/Protocols
Duong and Rizzo 2011 - Here come the⊕ ninjas.pdf,Here come the⊕ ninjas,Unpublished manuscript,2011,Sec Techniques/Protocols
Bellare et al. 2013 - Instantiating Random Oracles via UCEs.pdf,Instantiating Random Oracles via UCEs,Advances in Cryptology – CRYPTO 2013,2013,Security Proof
Bellare et al. 1995 - Incremental cryptography and application to virus protection.pdf,Incremental cryptography and application to virus protection,Proceedings of the twenty-seventh annual ACM symposium on Theory of computing  - STOC '95,1995,Sec Techniques/Protocols
Bellare et al. 1994 - Incremental Cryptography - The Case of Hashing and Signing.pdf,Incremental Cryptography: The Case of Hashing and Signing,Advances in Cryptology — CRYPTO ’94,1994,Sec Techniques/Protocols
Bitansky and Canetti 2010 - On Strong Simulation and Composable Point Obfuscation.pdf,On Strong Simulation and Composable Point Obfuscation,Advances in Cryptology – CRYPTO 2010,2010,Sec Techniques/Protocols
Brakerski 2012 - Fully Homomorphic Encryption without Modulus Switching from Classical GapSVP.pdf,Fully Homomorphic Encryption without Modulus Switching from Classical GapSVP,Advances in Cryptology – CRYPTO 2012,2012,Encryption Techniques
Bellare and Keelveedhi 2015 - Interactive Message-Locked Encryption and Secure Deduplication.pdf,Interactive Message-Locked Encryption and Secure Deduplication,Public-Key Cryptography -- PKC 2015,2015,CE/MLE;Sec Techniques/Protocols
Kim et al. 2019 - Private Compound Wildcard Queries Using Fully Homomorphic Encryption.pdf,Private Compound Wildcard Queries Using Fully Homomorphic Encryption,IEEE Trans. Dependable Secure Comput.,2019,Encryption Techniques
Garman et al. 2016 - Dancing on the lip of the volcano - Chosen ciphertext attacks on apple imessage.pdf,Dancing on the lip of the volcano: Chosen ciphertext attacks on apple imessage,25th ${$USENIX$}$ Security Symposium (${$USENIX$}$ Security 16),2016,Side Channels
Naor and Yung 1990 - Public-key cryptosystems provably secure against chosen ciphertext attacks.pdf,Public-key cryptosystems provably secure against chosen ciphertext attacks,Proceedings of the twenty-second annual ACM symposium on Theory of computing,1990,Side Channels
Black et al. 2003 - Encryption-Scheme Security in the Presence of Key-Dependent Messages.pdf,Encryption-Scheme Security in the Presence of Key-Dependent Messages,Selected Areas in Cryptography,2003,Encryption Techniques
Boneh et al. 2008 - Circular-Secure Encryption from Decision Diffie-Hellman.pdf,Circular-Secure Encryption from Decision Diffie-Hellman,Advances in Cryptology – CRYPTO 2008,2008,Sec Techniques/Protocols
Rabin 1981 - Fingerprinting by random polynomials.pdf,Fingerprinting by random polynomials,Tech. Rep. NAVTRADEVCEN,1981,Chunking
Rabin 1979 - Digitalized signatures and public-key functions as intractable as factorization.pdf,Digitalized signatures and public-key functions as intractable as factorization,,1979,Sec Techniques/Protocols
"Hohenberger - Advances in Signatures, Encryption, and E-Cash from Bilinear Groups.pdf","Advances in Signatures, Encryption, and E-Cash from Bilinear Groups",,,Encryption Techniques
"Dodis et al. 2012 - Randomness Condensers for Efficiently Samplable, Seed-Dependent Sources.pdf","Randomness Condensers for Efficiently Samplable, Seed-Dependent Sources",Theory of Cryptography,2012,Sec Techniques/Protocols
Canetti 1997 - Towards realizing random oracles - Hash functions that hide all partial information.pdf,Towards realizing random oracles: Hash functions that hide all partial information,Advances in Cryptology — CRYPTO '97,1997,Security Proof
Cramer and Shoup 1998 - A practical public key cryptosystem provably secure against adaptive chosen ciphertext attack.pdf,A practical public key cryptosystem provably secure against adaptive chosen ciphertext attack,Advances in Cryptology — CRYPTO '98,1998,Security Proof
Kaaniche and Laurent 2015 - SHoPS - Set Homomorphic Proof of Data Possession Scheme in Cloud Storage Applications.pdf,SHoPS: Set Homomorphic Proof of Data Possession Scheme in Cloud Storage Applications,2015 IEEE World Congress on Services,2015,Encryption Techniques
Kaaniche et al. 2018 - Cooperative Set Homomorphic Proofs for Data Possession Checking in Clouds.pdf,Cooperative Set Homomorphic Proofs for Data Possession Checking in Clouds,IEEE Transactions on Cloud Computing,2018,Encryption Techniques
Kaaniche and Laurent 2014 - A Secure Client Side Deduplication Scheme in Cloud Storage Environments.pdf,A Secure Client Side Deduplication Scheme in Cloud Storage Environments,"2014 6th International Conference on New Technologies, Mobility and Security (NTMS)",2014,Secure Dedup
Yang et al. 2015 - Provable ownership of files in deduplication cloud storage.pdf,Provable ownership of files in deduplication cloud storage,Security Comm. Networks,2015,PoW
"Canetti et al. 2004 - The Random Oracle Methodology, Revisited.pdf","The Random Oracle Methodology, Revisited",J. ACM,2004,Security Proof
"Maurer et al. 2004 - Indifferentiability, Impossibility Results on Reductions, and Applications to the Random Oracle Methodology.pdf","Indifferentiability, Impossibility Results on Reductions, and Applications to the Random Oracle Methodology",Theory of Cryptography,2004,Security Proof
Dziembowski 2006 - Intrusion-Resilience Via the Bounded-Storage Model.pdf,Intrusion-Resilience Via the Bounded-Storage Model,Theory of Cryptography,2006,Sec Techniques/Protocols
"Liskov 2017 - A practical, perfectly secure password scheme in the bounded retrieval model.pdf","A practical, perfectly secure password scheme in the bounded retrieval model",IACR Cryptology ePrint Archive,2017,Sec Techniques/Protocols
Abadi et al. 2013 - Message-Locked Encryption for Lock-Dependent Messages.pdf,Message-Locked Encryption for Lock-Dependent Messages,Advances in Cryptology – CRYPTO 2013,2013,CE/MLE;Sec Techniques/Protocols
Stanek and Kencl 2018 - Enhanced Secure Thresholded Data Deduplication Scheme for Cloud Storage.pdf,Enhanced Secure Thresholded Data Deduplication Scheme for Cloud Storage,IEEE Transactions on Dependable and Secure Computing,2018,Maintaining Privacy;Thresholding
Archana et al. 2018 - Secure Data Deduplication with Dynamic Ownership Management in Cloud Storage.pdf,Secure Data Deduplication with Dynamic Ownership Management in Cloud Storage,International Journal of Trend in Scientific Research and Development,2018,Ownership Management
Manimekalai et al. 2018 - Attribute-Based Storage Supporting Secure Deduplication of Encrypted Data in Cloud.pdf,Attribute-Based Storage Supporting Secure Deduplication of Encrypted Data in Cloud,International Journal of Trend in Scientific Research and Development,2018,Secure Dedup
A. and D. 2016 - Survey on Data Deduplication for Cloud Storage to Reduce Fragmentation.pdf,Survey on Data Deduplication for Cloud Storage to Reduce Fragmentation,International Journal of Computer Applications,2016,Secure Dedup
Shin et al. 2017 - A Survey of Secure Data Deduplication Schemes for Cloud Storage Systems.pdf,A Survey of Secure Data Deduplication Schemes for Cloud Storage Systems,ACM Comput. Surv.,2017,Survey
Zhou et al. 2015 - SecDep - A user-aware efficient fine-grained secure deduplication scheme with multi-level key management.pdf,SecDep: A user-aware efficient fine-grained secure deduplication scheme with multi-level key management,2015 31st Symposium on Mass Storage Systems and Technologies (MSST),2015,Secure Dedup;SSSS/RSSS/Convergent Dispersal;Chunking
Ling and Datta 2014 - InterCloud RAIDer - A Do-It-Yourself Multi-cloud Private Data Backup System.pdf,InterCloud RAIDer: A Do-It-Yourself Multi-cloud Private Data Backup System,Distributed Computing and Networking,2014,Code/OpenSource
Duan 2014 - Distributed Key Generation for Encrypted Deduplication - Achieving the Strongest Privacy.pdf,Distributed Key Generation for Encrypted Deduplication: Achieving the Strongest Privacy,Proceedings of the 6th Edition of the ACM Workshop on Cloud Computing Security,2014,CE/MLE;Sec Techniques/Protocols;Security Proof
Boyd et al. 2018 - Definitions for Plaintext-Existence Hiding in Cloud Storage.pdf,Definitions for Plaintext-Existence Hiding in Cloud Storage,"Proceedings of the 13th International Conference on Availability, Reliability and Security",2018,Maintaining Privacy;Random Oracle;Security Proof
Stanek et al. 2014 - A Secure Data Deduplication Scheme for Cloud Storage.pdf,A Secure Data Deduplication Scheme for Cloud Storage,Financial Cryptography and Data Security,2014,CE/MLE;Maintaining Privacy;Random Oracle
Mandagere et al. 2008 - Demystifying Data Deduplication.pdf,Demystifying Data Deduplication,Proceedings of the ACM/IFIP/USENIX Middleware '08 Conference Companion,2008,Secure Dedup
Paulo and Pereira 2014 - A Survey and Classification of Storage Deduplication Systems.pdf,A Survey and Classification of Storage Deduplication Systems,ACM Comput. Surv.,2014,Secure Dedup;Survey;Super-chunking
Eshghi and Tang 2005 - A framework for analyzing and improving content-based chunking algorithms.pdf,A framework for analyzing and improving content-based chunking algorithms,Hewlett-Packard Labs Technical Report TR,2005,Secure Dedup;Chunking
Broder 2000 - Identifying and Filtering Near-Duplicate Documents.pdf,Identifying and Filtering Near-Duplicate Documents,Proceedings of the 11th Annual Symposium on Combinatorial Pattern Matching,2000,Fingerprint-Indexing
Bellare and Rogaway 1993 - Random Oracles Are Practical - A Paradigm for Designing Efficient Protocols.pdf,Random Oracles Are Practical: A Paradigm for Designing Efficient Protocols,Proceedings of the 1st ACM Conference on Computer and Communications Security,1993,Security Proof
Pendlebury et al. 2018 - TESSERACT - Eliminating Experimental Bias in Malware Classification across Space and Time.pdf,TESSERACT: Eliminating Experimental Bias in Malware Classification across Space and Time,arXiv [cs.CR],2018,Machine Learning;Threat Detection
Bellare et al. 2013 - Message-Locked Encryption and Secure Deduplication.pdf,Message-Locked Encryption and Secure Deduplication,Advances in Cryptology – EUROCRYPT 2013,2013,CE/MLE;Secure Dedup;Sec Techniques/Protocols
Harnik et al. 2010 - Side Channels in Cloud Services - Deduplication in Cloud Storage.pdf,Side Channels in Cloud Services: Deduplication in Cloud Storage,IEEE Security Privacy,2010,Maintaining Privacy;CE/MLE;Secure Dedup
Policroniades and Pratt 2004 - Alternatives for Detecting Redundancy in Storage Systems Data.pdf,Alternatives for Detecting Redundancy in Storage Systems Data,"USENIX Annual Technical Conference, General Track",2004,Chunking
"Cremers 2008 - The Scyther Tool - Verification, Falsification, and Analysis of Security Protocols.pdf","The Scyther Tool: Verification, Falsification, and Analysis of Security Protocols",,2008,Sec Techniques/Protocols;Security Proof
